"Species","cor_iso_1","cor_iso_2","cor_iso_3","cor_iso_4","cor_iso_5","cor_iso_6","cor_iso_7","cor_iso_8","cor_modules_1","cor_modules_2","cor_modules_3","cor_modules_4","cor_modules_5","cor_modules_6","cor_modules_7","cor_modules_8"
"Cercopithecus_nictitans",0.799717368187028,0.282578469029939,0.23318890228204,0.038230869838927,0.053373705655906,0.04790906520273,0.206236238660238,0.0262346422197219,0.344909363935461,0.3524129548117,0.269530876668832,0.190516728620807,0.112821790395764,0.0158408171342083,0.205325893492142,0.0127560983135432
"Chlorocebus_aethiops",0.889521441669311,0.0656129915883024,0.131756680542432,0.0809591470372974,0.0390637255706339,0.11927694243985,0.120563777840949,0.000677648338165378,0.0792983589135297,0.463703017401403,0.431844192830425,0.0949933875890716,0.156966021083342,0.143516019674899,0.0986898978216157,0.190036013899696
"Colobus_angolensis",0.857251682866208,0.269778708038142,0.0650013067335865,0.0161491267590723,0.115564253394513,0.122916168310264,0.127869052887242,0.131736040340804,0.221703587539166,0.582350875164028,0.0143989471706231,0.0788540103409536,0.252614929457053,0.0876586914185618,0.0532758825882743,0.124352664791572
"Colobus_guereza",0.882435772730554,0.00638599649313438,0.0655451958663579,0.101547279238634,0.122390011142541,0.15199919965835,0.0968764534341791,0.01957075465108,0.0694203256355374,0.263170227210279,0.139356496532903,0.105056336184591,0.223005770728697,0.464582939453405,0.115426080587874,0.298161575959191
"Erythrocebus_patas",0.845533731001625,0.168269245546118,0.159491109952436,0.0351682293449649,0.251824849767658,0.122017796078804,0.00817806773348873,0.117578717128114,0.194557671868231,0.463827268907392,0.0708138643057402,0.0553382686323517,0.20996865188503,0.0399149951627446,0.032691837810351,0.144509196983379
"Gorilla_gorilla",0.787473411948422,0.216271947225427,0.254528947744555,0.340178353388817,0.0380594299949738,0.104237274472674,0.0231324942988656,0.0354738451110776,0.223066539992814,0.300591914765308,0.46800693121155,0.0250437704980698,0.061456292900621,0.142740811019528,0.0526381112336875,0.175971986198811
"Hylobates_agilis",0.059383856816737,0.771171266323943,0.18312577531548,0.229772306889361,0.189451468796509,0.217383041351103,0.0462035155314424,0.218079801243322,0.0258158535917635,0.0634106398219603,0.183013789077536,0.259369633637838,0.209851725286162,0.0785292635506967,0.266001398347176,0.236273253607774
"Hylobates_lar",0.723905543577255,0.431696367365082,0.24173896227732,0.0865084335512532,0.106627051878096,0.0967636492425639,0.0080179109910145,0.0293095883061099,0.0175557995758434,0.00658074592339057,0.186594287138409,0.108025525988024,0.355639122865821,0.125830567124869,0.162127033594101,0.0122758609482667
"Hylobates_muelleri",0.832695228161604,0.0105456719584734,0.0608533050550707,0.207184273789959,0.0743947766802522,0.00179592490607667,0.228068042460758,0.0342081109467037,0.00426316067774123,0.141264569480925,0.240273687033577,0.307889338934085,0.0604163910029794,0.285926396654982,0.22601393170342,0.125088693111045
"Macaca_assamensis",0.861789597422956,0.104452081693286,0.192235122906665,0.0366603292070658,0.0375275320339677,0.0959775474146352,0.0309025244459717,0.080626373638959,0.12691660536994,0.485561448605997,0.0187219300202886,0.04758479917399,0.168471190996017,0.0416508452403362,0.307332730239997,0.0011940602861617
